title,price,stock,model,description,FirmCode,Número de Cuerdas,Guitarra Serie,Forma de Cuerpo,Material Cuerpo,Origen,Acabado de Cuerpo,Material Mastil,Frets Size,Material Diapason,Escala,Numero de Trastes,Radio Diapason,Forma de Mastil,Pastilla Mastil,Pastilla Puente,Código de barras,Estuche ó Funda,Ajuste de pastillas,Acabado Mastil,Pastilla Media,scale,radius
"Jackson JS Series, Dinky, Metallic Red, Guitarra Eléctrica",3657.5,Disponible,2910121552,"Rápidas y mortales las guitarras Jackson® JS Series dan un salto épico hacia adelante, lo que hace que sea más fácil que nunca obtener el tono, el aspecto y la capacidad de interpretación clásicos de Jackson sin romper el banco. El JS Series Dinky ™ JS11 cuenta con un cuerpo de álamo y un mástil de",Jackson,6.0,JS,Dinky,Poplar,China,Gloss,Maple,Jumbo,Amaranth,"25.5"" (648 mm)",22.0,"12"" (305 mm)",,Jackson High-Output Humbucking,Jackson High-Output Humbucking,885978976751.0,NO INCLUYE,HH,Satin,,648.0,305.0
"Jackson JS Series, Dinky, Gloss Black, Guitarra Eléctrica",3657.5,Disponible,2910121503,"La JS Series DinkyTM JS11 cuenta con un cuerpo de álamo y un mástil de velocidad de arce atornillado con refuerzo de grafito para una estabilidad sólida como una roca. El diapasón plano de amaranto de 12"" de radio permite un acorde más fácil, se siente genial para tocar el ritmo y maneja bien las",Jackson,6.0,JS,Dinky,Poplar,China,Gloss,Maple,Jumbo,Amaranth,"25.5"" (648 mm)",22.0,"12"" (305 mm)",,Jackson High-Output Humbucking,Jackson High-Output Humbucking,885978976737.0,,HH,Satin,,648.0,305.0
"Gretsch G5232T Electromatic Double Jet FT with Bigsby,Broadway Jade guitarra electrica",15133.5,Disponible,2508210548,Potencia Pure Jet™ La nueva G5232T Electromatic® Double Jet FT con Bigsby® captura la potencia y la fidelidad esenciales de Jet a un excelente precio. Cuerpos de caoba con cámara: alto y claro El tono Jet clásico comienza con un cuerpo de caoba con cámara y una tapa de arce arqueada que produce,Gretsch,,,,,,,,,,,,,,,,11.0,,,,,,
"Gretsch G6131T-62 Vintage Select 62 Jet con Bigsby, Vintage Firebird Red, Guitarra Eléctrica",70397.0,Disponible,2401912845,"En 1872 Frederich Gretsch emigró de Alemania a los Estados Unidos a la edad de 16 años. Después de trabajar en una compañía de instrumentos en la ciudad de Nueva York en 1883 fundó la Fred Gretsch Manufacturing Company, cambiando así la historia de la música moderna para siempre. A lo largo de",Gretsch,6.0,Professional Collection,Jet,Mahogany,Japón,Gloss,Mahogany,Medium Jumbo,Ebony,"24.6"" (625 mm)",22.0,"12"" (305 mm)","Standard ""U""",TV Jones Filter'Tron Classic,TV Jones Filter'Tron Classic,885978770281.0,,TV Jones® / TV Jones®,Gloss Urethane,,625.0,305.0
"Gretsch G6659TFM Players Edition Broadkaster Jr, Dark Cherry Stain, Guitarra Eléctrica",69390.0,Disponible,2401700877,"En 1872 Frederich Gretsch emigró de Alemania a los Estados Unidos a la edad de 16 años. Después de trabajar en una compañía de instrumentos en la ciudad de Nueva York en 1883 fundó la Fred Gretsch Manufacturing Company, cambiando así la historia de la música moderna para siempre. A lo largo de",Gretsch,6.0,Professional Collection,Broadkaster,Laminated Flame Maple,Japón,Gloss,Maple,Medium Jumbo,Ebony,"24.6"" (625 mm)",22.0,"12"" (305 mm)","Standard ""U""",Full'Tron,Full'Tron,885978758999.0,,Full'Tron / Full'Tron,Gloss Urethane,,625.0,305.0
"Gretsch G6128T-53 Vintage Select 53' Duo Jet, Black, Guitarra Eléctrica con case",69651.0,Disponible,2401512806,"En 1872 Frederich Gretsch emigró de Alemania a los Estados Unidos a la edad de 16 años. Después de trabajar en una compañía de instrumentos en la ciudad de Nueva York en 1883 fundó la Fred Gretsch Manufacturing Company, cambiando así la historia de la música moderna para siempre. A lo largo de",Gretsch,6.0,Professional Collection,Jet,Mahogany,Japón,Gloss,Mahogany,Medium Jumbo,Rosewood,"24.6"" (625 mm)",22.0,"12"" (305 mm)","Standard ""U""",TV Jones T-Armond,TV Jones T-Armond,885978771530.0,CASE,TV Jones® / TV Jones®,Gloss Urethane,,625.0,305.0
"Fender Player, Stratocaster con Floyd Rose, 3-Color Sunburst, Guitarra Eléctrica",19701.0,Disponible,1149403500,"El sonido inspirador de una Stratocaster es uno de los fundamentos de Fender. Con este clásico sonido de agudos campanilleantes, medios pronunciados y bajos robustos, combinados con una articulación cristalina, la Player Stratocaster Floyd Rose HSS está repleta de auténtico estilo y sensación",Fender,6.0,Player,Stratocaster,Alder,México,Gloss Polyester,Maple,Medium Jumbo,Pau Ferro,"25.5"" (648 mm)",22.0,"12"" (305 mm)","Modern ""C""",Alnico 5 Strat Single-Coil,Alnico 2 Humbucking,885978909841.0,NO INCLUYE,HSS,Satin Urethane Finish on Back of Neck with Gloss Urethane Headstock Face,Alnico 5 Strat Single-Coil,648.0,305.0
"Squier Classic Vibe '60s, Mustang, Vintage White, Guitarra Eléctrica",9909.0,Disponible,0374080541,"Pastillas alnico de bobinado simple. Las pequeñas manos apreciarán la longitud corta de la escala de 24"" y delgado, cómodo ""C"" en forma de perfil del cuello con un fácil juego diapasón de 9,5"" radio y trastes estrechos-altos. Este Mustang es fiel al original con un sistema de trémolo de estilo",Squier,6.0,Classic Vibe,Mustang,Poplar,Indonesia,Gloss Polyurethane,Maple,Narrow Tall,Indian Laurel,"24"" (610 mm)",22.0,"9.5"" (241 mm)","""C"" Shape",Fender Designed Alnico Single-Coil,Fender Designed Alnico Single-Coil,885978064571.0,NO INCLUYE,SS,Tinted Gloss Urethane,,610.0,241.0
"Squier Classic Vibe Baritone Custom Telecaster, Black, Guitarra Eléctrica",11371.5,Disponible,0374042506,"Un guiño a la Tele® de la década de 1960 adornada con doble ribete, la Telecaster personalizada Classic Vibe de los años 60 ofrece un sonido impresionante desde sus pastillas de bobina simple diseñadas por Fender y sus imanes Alnico. Esta guitarra está diseñada desde cero para tocar con facilidad,",Squier,6.0,Classic Vibe,Telecaster,Nyatoh,Indonesia,Gloss Polyurethane,Maple,Narrow Tall,Indian Laurel,"27"" (686 mm)",21.0,"9.5"" (241 mm)","""C"" Shape",Fender Designed Alnico Single-Coil,Fender Designed Alnico Single-Coil,717669536077.0,,SS,Tinted Gloss Urethane,Fender Designed Alnico Single-Coil,686.0,241.0
"Squier Classic Vibe '70s, Stratocaster, Natural, Guitarra Eléctrica",9909.0,Disponible,0374020521,"Una punta de sombrero para los modelos Strat® de cabezal grande producido en la década de 1970, la Classic Vibe V 70s Stratocaster crea un tono increíble por cortesía de un trío de pastillas de bobina única alnico de gravedad por Fender. Las características amigables para el jugador incluyen un",Squier,6.0,Classic Vibe,Stratocaster,Poplar,Indonesia,Gloss Polyurethane,Maple,Narrow Tall,Indian Laurel,"25.5"" (648 mm)",21.0,"9.5"" (241 mm)","""C"" Shape",Fender Designed Alnico Single-Coil,Fender Designed Alnico Single-Coil,885978064281.0,NO INCLUYE,SSS,Tinted Gloss Urethane,Fender Designed Alnico Single-Coil,648.0,241.0
"Squier Classic Vibe '60s, Stratocaster, 3-Color Sunburst, Guitarra Eléctrica",9909.0,Disponible,0374010500,"Como tributo a la evolución de los años 60 del Strat®, el Classic Vibe '60s Stratocaster crea un tono increíble por cortesía de un trío de pastillas alnico de bobina simple por Fender. Las características amigables para el jugador incluyen un perfil de cuello en forma de ""C"" delgado y cómodo con un",Squier,6.0,Classic Vibe,Stratocaster,Nato,Indonesia,Gloss Polyurethane,Maple,Narrow Tall,Indian Laurel,"25.5"" (648 mm)",21.0,"9.5"" (241 mm)","""C"" Shape",Fender Designed Alnico Single-Coil,Fender Designed Alnico Single-Coil,885978064212.0,NO INCLUYE,SSS,Tinted Gloss Urethane,Fender Designed Alnico Single-Coil,648.0,241.0
"Squier Classic Vibe '50s, Stratocaster, 2-Color Sunburst, Guitarra Eléctrica",9909.0,Disponible,0374005500,"Una celebración del nacimiento de Strat® en la década de 1950, la Classic Vibe ‘50s Stratocaster crea un tono increíble cortesía de un trío de pastillas de una sola bobina alnico diseñadas por Fender. Las características amigables para el jugador incluyen un perfil de cuello en forma de ""C"" delgado",Squier,6.0,Classic Vibe,Stratocaster,Pine,Indonesia,Gloss Polyurethane,Maple,Narrow Tall,Maple,"25.5"" (648 mm)",21.0,"9.5"" (241 mm)","""C"" Shape",Fender Designed Alnico Single-Coil,Fender Designed Alnico Single-Coil,885978063895.0,NO INCLUYE,SSS,Tinted Gloss Urethane,Fender Designed Alnico Single-Coil,648.0,241.0
"Squier Contemporary Active Jazzmaster HH, Shell Pink Pearl, Guitarra Eléctrica",11495.0,Disponible,0370335533,"La Squier® Contemporary Active Jazzmaster® HH conmemora un modelo mítico de Fender, aportando elementos modernos y una estética atrevida, para satisfacer las demandas de los guitarristas más intrépidos. Esta guitarra se basa en un par de pastillas humbucking de imán de cerámica activas Squier SQR ™",Squier,6.0,Contemporary,Jazzmaster,Poplar,China,Gloss Polyurethane,Roasted Maple,Jumbo,Indian Laurel,"25.5"" (648 mm)",22.0,"12"" (305 mm)","""C"" Shape",Squier SQR Active Ceramic Humbucker,Squier SQR Active Ceramic Humbucker,885978722396.0,,HH,Satin Urethane with Gloss Urethane Headstock Face,Squier SQR Active Ceramic Humbucker,648.0,305.0
"Squier Contemporary, Stratocaster, Flat Black, Guitarra Eléctrica",9567.0,Disponible,0370327510,"La Squier® Contemporary Active Stratocaster® HH es una excelente opción para el guitarrista actual que busca características progresivas en una guitarra que tiene un estilo y un aspecto sensacional. Con características excepcionales como un mástil de arce delgado en forma de ""C"" que le da a esta",Squier,6.0,Contemporary,Stratocaster,Poplar,China,Satin Polyurethane,Maple,Jumbo,Indian Laurel,"25.5"" (648 mm)",22.0,"12"" (305 mm)","""C"" Shape",Squier Active Humbucker,Squier Active Humbucker,885978885053.0,NO INCLUYE,HH,Satin Urethane with Matched Headcap,,648.0,305.0
"Fender JV Modified '50s, Telecaster, White Blonde, Guitarra Eléctrica con gig bag",29858.5,Disponible,0251962301,"La serie JV Modified combina la estética clásica con una interpretación moderna para adaptarse a las necesidades del guitarrista actual. Tomando como referencia las reediciones ""Japanese Vintage"", ahora muy buscadas, de principios de los años 80, las guitarras JV Modified son una versión refinada de",Fender,6.0,JV Modified,Telecaster,Basswood,Japón,Gloss Urethane,Maple,Medium Jumbo,Maple,"25.5"" (648 mm)",21.0,"9.5"" (241 mm)","Thick Soft ""V""",Vintage-Style Single-Coil Tele,Vintage-Style Single-Coil Strat,717669640774.0,Gig Bag,SS,Satin Urethane with Gloss Urethane Headstock Face,,648.0,241.0
"Fender Vintera '60s, Modified Stratocaster , Burgundy Mist Metallic, Guitarra Eléctrica con Gig bag",25416.0,Disponible,0149993366,"Para los músicos que aprecian el mojo del pasado combinado con las características contemporáneas, hemos creado la Vintera 60 Stratocaster Modified. Combinando estilos clásicos con un perfil moderno de mástil y radio en el diapasón, pastillas más cálidas y electrónicas actualizadas, esta guitarra",Fender,6.0,Vintera,Stratocaster,Alder,México,Gloss Polyester,Maple,Medium Jumbo,Pau Ferro,"25.5"" (648 mm)",21.0,"9.5"" (241 mm)","Modern ""C""",Vintage-Style '60s Single-Coil Hot Strat,Vintage-Style '60s Single-Coil Hot Strat,885978076215.0,Gig Bag,SSS,Satin Urethane with Gloss Urethane Headstock Face,Vintage-Style '60s Single-Coil Hot Strat,648.0,241.0
"Fender Vintera '60s, Stratocaster, Surf Green, Guitarra Eléctrica con gig bag",23291.99,Disponible,0149983357,"Para músicos que desean el estilo y el sonido de la era dorada de Fender, sea ha creado la guitarra Eléctrica Fender Vintera 60 Stratocaster. Equipada con las codiciadas características que definieron la década, incluidos el perfil del mástil y los herrajes correctos de la época y las pastillas,",Fender,6.0,Vintera,Starcaster,Alder,México,Gloss,Maple,Vintage,Pau Ferro,"25"" (635 mm)",21.0,"7.25"" (184.1 mm)","""C"" Shape",Vintage-Style '60s Single-Coil Strat,Vintage-Style '60s Single-Coil Strat,885978076123.0,Gig Bag,SSS,Gloss,Vintage-Style '60s Single-Coil Strat,635.0,184.1
"Fender Vintera '50s, Stratocaster, Seafoam Green, Guitarra Eléctrica con Gig bag",23291.99,Disponible,0149912373,"Las guitarras y bajos Fender han estado presentes durante toda la historia de la música moderna. Desde los orígenes del rock en los años 50, pasando por las leyendas de los explosivos años 60, hasta la llegada del punk en los años 70, cientos de guitarristas han construido su sonido gracias a los",Fender,6.0,Vintera,Stratocaster,Alder,México,Gloss Polyester,Maple,Vintage,Maple,"25.5"" (648 mm)",21.0,"7.25"" (184.1 mm)","Soft ""V""",Vintage-Style '50s Single-Coil Strat,Vintage-Style '50s Single-Coil Strat,885978114023.0,Gig Bag,SSS,Gloss Urethane,Vintage-Style '50s Single-Coil Strat,648.0,184.1
"Fender Vintera '60s, Telecaster con Bigsby, 3-Color Sunburst, Guitarra Eléctrica con gig bag",25416.0,Disponible,0149883300,"Las guitarras y bajos Fender han estado presentes durante toda la historia de la música moderna. Desde los orígenes del rock en los años 50, pasando por las leyendas de los explosivos años 60, hasta la llegada del punk en los años 70, cientos de guitarristas han construido su sonido gracias a los",Fender,6.0,Vintera,Telecaster,Alder,México,Gloss Polyester,Maple,Vintage,Pau Ferro,"25.5"" (648 mm)",21.0,"7.25"" (184.1 mm)","Early '60s ""C""",Vintage-Style '60s Single-Coil Tele,Vintage-Style '60s Single-Coil Tele,885978076383.0,Gig Bag,SS,Gloss Urethane,,648.0,184.1
"Fender Vintera '50s,Telecaster, 2-Color Sunburst, Guitarra Eléctrica con Gig bag",23291.99,Disponible,0149852303,"Para los músicos que desean el estilo y el sonido de la época dorada de Fender, hemos creado la Telecaster Vintera 50. Equipada con las codiciadas características que definieron la década, incluido el perfil del mástil, la sensación al tocarla y junto con las pastillas, La guitarra tiene todo el",Fender,6.0,Vintera,Telecaster,Alder,México,Gloss Polyester,Maple,Vintage,Maple,"25.5"" (648 mm)",21.0,"7.25"" (184.1 mm)","Early '50s ""U""",Vintage-Style '50s Single-Coil Tele,Vintage-Style '50s Single-Coil Tele,885978114092.0,Gig Bag,SS,Gloss Urethane,,648.0,184.1
"Fender Vintera '60s, Mustang, 3-Color Sunburst, Guitarra Eléctrica con gig bag",23291.99,Disponible,0149783300,"Para los músicos que desean el estilo y el sonido de los años clásicos de Fender, creamos la Vintera Mustang 60. Equipada con las codiciadas características que definieron la década, incluyendo el perfil del mástil y la sensación, junto con las pastillas, la guitarra tiene todo el sonido y la",Fender,6.0,Vintera,Mustang,Alder,México,Gloss Polyester,Maple,Vintage,Pau Ferro,"24"" (610 mm)",22.0,"7.25"" (184.1 mm)","'60s ""C""",Vintage-Style '60s Single-Coil Mustang,Vintage-Style '60s Single-Coil Mustang,885978077960.0,Gig Bag,SS,Gloss Urethane,,610.0,184.1
"Fender Vintera '60s, Modified Jazzmaster, 3-Color Sunburst, Guitarra Eléctrica con Gig bag",27531.0,Disponible,0149763300,"Las guitarras y bajos Fender han estado presentes durante toda la historia de la música moderna. Desde los orígenes del rock en los años 50, pasando por las leyendas de los explosivos años 60, hasta la llegada del punk en los años 70, cientos de guitarristas han construido su sonido gracias a los",Fender,6.0,Vintera,Jazzmaster,Alder,México,Gloss Polyester,Maple,Medium Jumbo,Pau Ferro,"25.5"" (648 mm)",21.0,"9.5"" (241 mm)","Modern ""C""",Vintage-Style '60s Single-Coil Hot Jazzmaster,Vintage-Style '60s Single-Coil Hot Jazzmaster,885978077908.0,Gig Bag,SS,Satin Urethane with Gloss Urethane Headstock Face,,648.0,241.0
"Fender Vintera '60s, Jazzmaster, Olympic White, Guitarra Eléctrica con Gig bag",25416.0,Disponible,0149753305,"Las guitarras y bajos Fender han estado presentes durante toda la historia de la música moderna. Desde los orígenes del rock en los años 50, pasando por las leyendas de los explosivos años 60, hasta la llegada del punk en los años 70, cientos de guitarristas han construido su sonido gracias a los",Fender,6.0,Vintera,Jazzmaster,Alder,México,Gloss Polyester,Maple,Vintage,Pau Ferro,"25.5"" (648 mm)",21.0,"7.25"" (184.1 mm)","Mid '60s ""C""",Vintage-Style '60s Single-Coil Jazzmaster,Vintage-Style '60s Single-Coil Jazzmaster,885978077885.0,Gig Bag,SS,Gloss Urethane,,648.0,184.1
"Fender Vintera '70s, Custom Telecaster, Sonic Blue, Guitarra Eléctrica con Gig bag",23913.0,Disponible,0149723372,"Las guitarras y bajos Fender han estado presentes durante toda la historia de la música moderna. Desde los orígenes del rock en los años 50, pasando por las leyendas de los explosivos años 60, hasta la llegada del punk en los años 70, cientos de guitarristas han construido su sonido gracias a los",Fender,6.0,Vintera,Telecaster,Alder,México,Gloss Polyester,Maple,Vintage,Pau Ferro,"25.5"" (648 mm)",21.0,"7.25"" (184.1 mm)","Thin ""C""",Fender Wide Range Humbucking,Vintage-Style '70s Single-Coil Tele,885978113811.0,Gig Bag,SH,Gloss Urethane,,648.0,184.1
"Fender 75th Anniversary, Stratocaster, Diamond Anniversary, Guitarra Eléctrica con Gig bag",18459.0,Disponible,0147512360,Cuando la Fender Stratocaster salió al mercado por primera vez capturó la atención del mundo de la música gracias a su revolucionario diseño y su gran sonido. Este 2021 Fender le rinde homenaje al gran Leo Fender con la increíble 75th Anniversary Series. Su fuerte y ligero cuerpo de aliso presenta,Fender,6.0,75th Anniversary,Stratocaster,Alder,México,Gloss Polyester,Maple,Medium Jumbo,Maple,"25.5"" (648 mm)",22.0,"9.5"" (241 mm)","Modern ""C""",Vintage-Style '60s Single-Coil Strat,Vintage-Style '60s Single-Coil Strat,885978685127.0,Gig Bag,SSS,Satin Urethane Finish on Back of Neck with Gloss Urethane Headstock Face,Vintage-Style '60s Single-Coil Strat,648.0,241.0
"Fender Artist Chris Shiflett, Telecaster Deluxe, Shoreline Gold, Guitarra Eléctrica con case",24074.99,Disponible,0142400744,"Chris Shiflett comparte su talento en dos bandas, los Foo Fighters, en los que se ha labrado unas credenciales impecables en el mundo del punk / hard rock, y en la música country con Chris Shiflett & the Dead Peasants. Su amor incondicional por la Telecaster y por el sonido de las pastillas de doble",Fender,6.0,Artist,Telecaster,Alder,México,Polyester,1-Piece Maple,Medium Jumbo,Rosewood,"25.5"" (648 mm)",21.0,"12"" (305 mm)","""C"" Shape",CS2 Humbucking,CS1 Humbucking,885978612345.0,CASE,HH,Gloss Urethane,,648.0,305.0
